config,model,rag,id,question,reference,in_scope,expected_source,answer,response_ms,rouge_l,sem_sim,refused_auto,refused_manual,retrieval_hit
A_gemma3,gemma3:4b,False,12,What are the rules for exam registration in Neptun?,You must first register for the subject in Neptun to be eligible for the exam. Maximum 3 exam attempts per subject are allowed in the same exam period. You can register for an exam and cancel or change exam dates at least 24 hours before the exam starts. Absence without a valid reason is counted as an unsuccessful attempt.,True,Exam period,"Okay, here’s a breakdown of the exam registration rules within Neptun, specifically tailored for ELTE Faculty of Informatics students. It’s based on the most current information available as of today, October 26, 2023, but please *always* double-check the official ELTE Neptun website ([https://neptun.elte.hu/](https://neptun.elte.hu/)) for the absolute latest updates, as rules can change.

**Key Stages & Deadlines (Generally):**

Neptun exam registration operates in several distinct phases, each with specific deadlines.  These are *crucial* to adhere to.

1. **Pre-Registration (Early Registration - Usually October):**
   * **What it is:** This is the initial registration period where you indicate your *intention* to take an exam. You don't actually commit to paying the fee yet.
   * **Deadline:** Typically, this happens in **October**. The exact date is announced on the Faculty of Informatics Neptun page.  Look for announcements specifically for the upcoming semester.
   * **What you do:** You log into Neptun and select the exam(s) you want to register for.  This adds them to your ""pending"" list.

2. **Confirmation & Fee Payment (November):**
   * **What it is:** After pre-registration, the system automatically checks if you meet the prerequisites for the exam (e.g., have passed the required courses).  If you *do*, the system will send you a notification and a link to pay the exam fee.
   * **Deadline:** The deadline to pay the fee and confirm your registration is usually in **November**.  *Missing this deadline will automatically remove you from the exam.*
   * **Fee:** The exam fee varies depending on the course and the semester. Check the Faculty of Informatics Neptun page for the current fee schedule.

3. **Final Registration (Late November/Early December):**
   * **What it is:**  This is a final opportunity to register *after* you've paid the fee.  However, spaces are limited, and registration is not guaranteed.
   * **Deadline:** This deadline is typically set in **late November or early December**. Again, check the Faculty of Informatics Neptun page for the precise date.

**Important Rules & Considerations:**

* **Prerequisites:** You *must* meet all prerequisites for an exam before you can register. Neptun will flag any missing prerequisites.  It's your responsibility to ensure you've fulfilled them.
* **Exam Capacity:** Exams have limited capacity. If all slots are filled, you won't be able to register, even if you meet the prerequisites.
* **Registration Limits:** There may be limits on the number of exams you can register for in a single semester.  Check the Faculty regulations.
* **Course Codes:**  Make sure you are registering for the correct course code.  A mistake here can lead to problems.
* **Changes:** You can usually change your exam registrations *before* the confirmation and fee payment deadline.  However, you cannot change them after you've paid the fee.
* **Official Announcements:** *Always* refer to the official announcements on the ELTE Faculty of Informatics Neptun page ([https://neptun.elte.hu/](https://neptun.elte.hu/)) for the most up-to-date information, deadlines, and any specific instructions.  Don't rely solely on this response.
* **Support:** If you have any questions or encounter problems, contact the Faculty of Informatics Student Support Service.  Their contact information is usually available on the Faculty's website.

**Resources to Check Regularly:**

* **ELTE Neptun Website:** [https://neptun.elte.hu/](https://neptun.elte.hu/) – This is your primary source of information.
* **ELTE Faculty of Informatics Website:** [https://inf.elte.hu/](https://inf.elte.hu/) – Look for announcements related to exams.

---

**Disclaimer:** *I am an AI assistant and cannot provide legal or official advice. The information above is based on general knowledge and publicly available information as of today's date.  Always verify the details with the official ELTE Neptun website and the Faculty of Informatics.*

To help me give you even more targeted information, could you tell me:

*   Which semester are you referring to (e.g., Fall 2023, Spring 2024)?
*   Are you a new student or have you taken exams before?",201755,0.0745,0.7079,,,True
A_gemma3,gemma3:4b,False,13,How many credits are needed to complete a BSc at ELTE?,"In the BSc programme you have to complete 180 credits: compulsory subjects 127 credits, compulsory elective subjects 23 credits, elective subjects 10 credits, and thesis consultation 20 credits.",True,curriculum,"Okay, let’s break down the credit requirements for a Bachelor of Science (BSc) degree at the ELTE Faculty of Informatics.

As of the most recent information (October 26, 2023), here’s the breakdown:

**A standard BSc in Informatics at ELTE requires a total of 180 ECTS (European Credit Transfer and Accumulation System) credits.**

Let's unpack that:

*   **ECTS:** ECTS credits are a standardized way of measuring the workload of a course.  1 ECTS is typically equivalent to 25-30 hours of work (lectures, seminars, assignments, etc.).
*   **Core Courses:** The core curriculum (required for all Informatics BSc students) typically comprises around 90-100 ECTS. This includes foundational courses in programming, data structures, algorithms, database systems, computer architecture, and logic.
*   **Specialization Tracks:** You then choose a specialization track (e.g., Software Engineering, Data Science, Cybersecurity, Artificial Intelligence) which adds approximately 60-80 ECTS. This involves taking more advanced courses within your chosen area.
*   **Electives:** Finally, you have the flexibility to take elective courses (around 30 ECTS) to tailor your studies further and explore specific interests.

**Important Notes & Resources:**

*   **Curriculum Changes:** The exact course offerings and credit distribution can change slightly from year to year. *Always* refer to the official ELTE Faculty of Informatics website for the most up-to-date curriculum: [https://inf.elte.hu/en/](https://inf.elte.hu/en/)
*   **Study Plan:**  Your individual study plan will be determined in consultation with your academic advisor. They will help you map out the courses you need to take to reach the 180 ECTS target.

**Where to find the most current information:**

1.  **ELTE Faculty of Informatics Website:** [https://inf.elte.hu/en/](https://inf.elte.hu/en/) – This is the primary source. Look for the ""Study Programs"" or ""Curriculum"" sections.
2.  **ELTE Student Portal:** Once you are a registered student, the student portal will provide you with your personalized study plan and course information.

To help me give you even more targeted information, could you tell me:

*   Are you a prospective student, or are you already enrolled in the BSc program?
*   Are you interested in a specific specialization track?",127652,0.0479,0.5426,,,True
A_gemma3,gemma3:4b,False,14,Can a Stipendium Hungaricum student go on Erasmus Scholarship?,Stipendium Hungaricum students on level BSc and MSc are not eligible for Erasmus scholarship.,True,info-for-outgoing-erasmus-students,"Okay, here’s a detailed answer to the question of whether a Stipendium Hungaricum (SH) student can apply for an Erasmus+ scholarship, specifically tailored for ELTE Faculty of Informatics students:

**The short answer is: Yes, but with some important considerations and potential complexities.**

Here’s a breakdown of the situation:

**1. Eligibility – Generally Yes:**

*   **SH Students *are* eligible** to apply for Erasmus+ scholarships. The Stipendium Hungaricum program is designed to support Hungarian students studying abroad, and Erasmus+ is a European Union-funded program that facilitates student mobility.
*   The Erasmus+ funding is separate from the Stipendium Hungaricum funding. You can receive both simultaneously – this is a common and often advantageous situation.

**2. Funding Sources & Potential Overlap:**

*   **SH Funding:** Your Stipendium Hungaricum provides a base level of financial support for your studies abroad.
*   **Erasmus+ Funding:** The Erasmus+ scholarship provides additional funding to cover living expenses, travel, and potentially tuition fees (depending on the host university and the specific Erasmus+ grant you apply for).

*   **Important Note:**  You *cannot* receive funding from both sources for the *same* period.  The Erasmus+ funding will typically cover the period you are *not* receiving SH funding (e.g., during the summer break or when you’re studying at ELTE).

**3. Application Process – Key Differences & Considerations:**

*   **Separate Applications:** You must apply for both the Stipendium Hungaricum and the Erasmus+ scholarship *separately*.  There isn’t a combined application.
*   **Erasmus+ Application Criteria:** You’ll need to meet the standard Erasmus+ eligibility criteria, which include:
    *   Being a student at a participating European university.
    *   Meeting academic requirements (usually a minimum GPA).
    *   Demonstrating financial need (for the Erasmus+ grant itself).
*   **ELTE’s Role:** ELTE’s International Office plays a crucial role in both applications:
    *   They will guide you through the Erasmus+ application process.
    *   They will assist with the necessary documentation.
    *   They will ensure your application aligns with ELTE’s Erasmus+ agreements.

**4.  Specific to the Faculty of Informatics:**

*   The Faculty of Informatics at ELTE is a popular destination for Erasmus+ students.  Make sure to check the specific agreements ELTE has with universities in your desired field of study (e.g., Computer Science, Data Science, etc.).

**Resources You Should Consult:**

*   **ELTE International Office:** [https://www.elte.hu/en/international-office](https://www.elte.hu/en/international-office) – This is your primary resource for all things Erasmus+ related.
*   **Stipendium Hungaricum Website:** [https://sh.elte.hu/](https://sh.elte.hu/) – For information about the SH program.
*   **Erasmus+ Website:** [https://erasmusplus.ec.europa.eu/](https://erasmusplus.ec.europa.eu/) – The official Erasmus+ website.

**Recommendation for ELTE Faculty of Informatics Students:**

1.  **Start Early:** The application process for both scholarships can be lengthy.
2.  **Contact the ELTE International Office:**  Speak with them early in your planning process to discuss your options and get guidance. They can advise you on the best Erasmus+ grants to apply for and help you with the necessary paperwork.
3.  **Check Host University Requirements:**  Understand the specific requirements of the university you’re planning to study at.

To help me give you even more tailored advice, could you tell me:

*   Which country are you considering studying in?
*   What year are you in your studies at ELTE?",186773,0.0411,0.7224,,,False
A_gemma3,gemma3:4b,False,15,What health insurance are ELTE students entitled to?,"When you arrive in Hungary, make sure that you have a health insurance with you that you can use for health care services during your stay in Hungary. Read carefully which health insurance (non-private or private) you can use for the health services in Hungary. If you are a non-EEA student (coming from outside of the European Economic Area),  you should consider which option suits your situation the best and what are you entitled to have. If you are an EEA student, it is advisable to apply for a European Health Insurance Card from you health insurance institution in your homeland before you leave from home. Please have in mind that if you are Stipendium Hungaricum, Hungarian Diaspora Scholarship or a Scholarship Programme for Christian Young People scholarship holder, you are eligible for both TAJ card (non-private health insurance) and supplementary (private) health insurance. After enrollment please start arranging them both! Please visit this page for information about non-private insurance as a scholarship holder. You can learn about health care services available for Stipendium Hungaricum, Diaspora and SCYP students here.",True,health-insurance,"Okay, here’s the information on health insurance coverage for ELTE students, as of today, October 26, 2023. It’s a bit nuanced, so let’s break it down:

**ELTE Students are entitled to a *mandatory* supplementary health insurance policy through the *Magyar Egészségügyi Alapszolgáltató (MEASZ)* – the Basic Healthcare Service Provider.**

Here’s a detailed explanation:

1. **Basic Coverage (Mandatory):**
   * **What it is:** Every ELTE student is automatically enrolled in a basic health insurance plan provided by MEASZ. This plan covers essential medical services, including:
      * Doctor visits (general practitioners, specialists)
      * Hospital stays
      * Emergency care
      * Some laboratory tests and imaging
   * **Cost:** The cost of this basic plan is currently **HUF 12,000 per semester.** (This is subject to change, so always verify with MEASZ).
   * **How it’s administered:**  MEASZ handles the claims processing and reimbursement for these services.

2. **Optional Supplementary Insurance (Highly Recommended):**
   * **Why it’s recommended:** While the MEASZ plan covers the basics, it often has limitations regarding co-payments, certain specialist consultations, and coverage for some dental treatments.
   * **Options:** ELTE offers several supplementary insurance plans through various private insurance companies (e.g., Allianz, Generali, OTP). These plans offer different levels of coverage and co-payment amounts.
   * **Cost:** The cost of supplementary insurance varies depending on the chosen plan and coverage level.  It can range from approximately **HUF 3,000 to 10,000 per semester.**
   * **How it works:** You choose a supplementary plan, pay the monthly premium, and the insurance company handles the claims for services not covered by the MEASZ plan.

**Key Resources & Where to Find More Information:**

* **ELTE Student Service Center (Diáktisz):** This is your first point of contact. They can provide you with enrollment forms and answer general questions. [https://www.elte.hu/diaktisz/](https://www.elte.hu/diaktisz/)
* **Magyar Egészségügyi Alapszolgáltató (MEASZ):** The Basic Healthcare Service Provider. Their website has information about the basic plan: [https://www.measz.hu/](https://www.measz.hu/) (Available in Hungarian)
* **ELTE Student Portal:**  Look for information related to student benefits and health insurance.

**Important Notes:**

* **Enrollment:** You *must* enroll in the MEASZ basic plan when you register as a student.  You can then choose to enroll in a supplementary insurance plan if desired.
* **Changes:** Health insurance regulations and costs can change.  **It is *crucial* to check the latest information with the Diáktisz or MEASZ before enrolling.**
* **Hungarian Health Insurance System:**  Hungary has a mandatory basic health insurance system.  The MEASZ plan is the foundation of your coverage.

**Disclaimer:** *I am an AI assistant and cannot provide legal or financial advice. This information is based on publicly available data as of today's date and is subject to change. Always verify the most up-to-date details with the official sources listed above.*

To help me give you even more targeted information, could you tell me:

*   Are you a new student or an existing one?
*   Are you interested in learning more about the specific supplementary insurance options offered through ELTE?",180721,0.1111,0.4417,,,True
A_gemma3,gemma3:4b,False,16,What is the weather like in Budapest?,,False,,"Okay, here’s the weather information for Budapest as of November 8, 2023, at 11:18 AM CET, based on data from [https://www.accuweather.com/](https://www.accuweather.com/):

**Current Conditions:**

*   **Temperature:** 6°C (43°F)
*   **Feels Like:** 6°C (43°F)
*   **Humidity:** 78%
*   **Wind:** Northwest at 13 km/h (8 mph)
*   **Visibility:** 10.6 km (6.6 miles)
*   **Cloud Cover:** Partly Cloudy

**Forecast for Today (November 8, 2023):**

*   **Morning:** Partly cloudy, with a high near 11°C (52°F)
*   **Afternoon:** Partly cloudy, with a high near 11°C (52°F)
*   **Evening:** Partly cloudy, with a low around 5°C (41°F)
*   **Chance of Precipitation:** 20%

**Forecast for Tomorrow (November 9, 2023):**

*   **Morning:** Partly cloudy, with a high near 11°C (52°F)
*   **Afternoon:** Partly cloudy, with a high near 11°C (52°F)
*   **Evening:** Partly cloudy, with a low around 5°C (41°F)
*   **Chance of Precipitation:** 20%



**Important Note for ELTE Informatics Students:**  Budapest's weather can change quickly, especially due to its location near the Danube.  It’s always a good idea to check an updated forecast frequently, especially if you have outdoor activities planned.

**Resources for More Detailed Information:**

*   **AccuWeather:** [https://www.accuweather.com/](https://www.accuweather.com/)
*   **Hungarian Meteorological Service (OMSZ):** [https://www.omsz.hu/en](https://www.omsz.hu/en) (This is the most authoritative source for Hungarian weather.)

Do you want me to:

*   Provide a forecast for a specific date?
*   Give you information about a particular weather parameter (e.g., UV index, wind speed)?",114243,,,False,,
A_gemma3,gemma3:4b,False,17,Who won the FIFA World Cup in 2022?,,False,,Argentina won the FIFA World Cup in 2022! 🇦🇷🏆,10742,,,False,,
A_gemma3,gemma3:4b,False,18,How do I cook pasta?,,False,,"Okay, let's get you cooking some perfect pasta! Here’s a breakdown of how to cook pasta, aiming for al dente (that’s the Italian for “to the tooth” – it means it should have a slight bite):

**1. Water & Salt – The Foundation**

* **Use a Large Pot:** You need *plenty* of water. A good rule of thumb is at least 6 quarts (5.7 liters) of water per pound (450g) of pasta. This prevents the pasta from sticking together and ensures even cooking.
* **Salt Generously:** This is *crucial*. Add a generous amount of salt to the water *after* it comes to a boil. Seriously, don't be shy! It should taste noticeably salty – like the sea.  Salt seasons the pasta from the inside out, and it’s the only chance you have to season it properly.  A good starting point is about 1-2 tablespoons per 6 quarts of water.

**2. Bring to a Rolling Boil**

* **Full Boil:** Make sure the water is at a *vigorous* rolling boil before you add the pasta. This prevents the pasta from sticking together.

**3. Add the Pasta**

* **All at Once:** Add *all* the pasta at once.  Stir immediately to prevent it from sticking to the bottom of the pot.
* **Stir Regularly:** Continue to stir the pasta for the first minute or two to ensure even cooking.

**4. Cooking Time – Follow Package Directions (But Test!)**

* **Start Timing:**  Once the pasta is submerged in the boiling water, start timing according to the package instructions. *However*, don't just rely on the package time!
* **Al Dente is Key:**  ""Al dente"" means ""to the tooth.""  You want the pasta to be firm to the bite, with a slight resistance when you bite into it.  This usually takes about 1-2 minutes *less* than the time suggested on the package.

**5. Test for Doneness – The Float Test & Bite Test**

* **Float Test (Optional):**  Some people like to test for doneness by dropping a piece of pasta into a bowl of cold water. If it floats, it's likely overcooked. If it sinks, it's still too firm.
* **The Bite Test (Most Important):**  Use a slotted spoon to scoop out a piece of pasta.  Let it cool slightly, then bite into it. It should be firm but not crunchy.  It should have a slight resistance.

**6. Reserve Pasta Water – A Secret Weapon!**

* **Before Draining:** *Before* you drain the pasta, reserve about 1/2 to 1 cup (120-240 ml) of the starchy pasta water. This water is liquid gold! It’s full of starch and can be used to help your sauce cling to the pasta and create a creamier consistency.

**7. Drain & Toss**

* **Drain Quickly:** Drain the pasta immediately in a colander. *Don’t* rinse it unless you’re making a cold pasta salad.
* **Toss with Sauce:** Immediately toss the drained pasta with your prepared sauce. Add a little of the reserved pasta water if the sauce seems too thick – this will help it emulsify and coat the pasta beautifully.


**Important Notes for ELTE Informatics Students:**

* **Precision Matters:**  Like debugging code, precise timing and technique are important for consistent results.
* **Experiment:** Don't be afraid to adjust the cooking time slightly based on your preferences.
* **Don't Overcook!** Overcooked pasta is a common mistake.  It’s better to err on the side of slightly undercooked.

---

Do you want me to elaborate on any specific part of this process, such as:

*   Different types of pasta and their cooking times?
*   How to make a simple pasta sauce?
*   Tips for preventing sticky pasta?",195827,,,False,,
A_gemma3,gemma3:4b,False,19,What is the population of Hungary?,,False,,"As of today, November 2, 2023, the population of Hungary is approximately **9.7 million** people.

Here's a breakdown of the most recent figures from reliable sources:

*   **Hungarian Central Statistical Office (KSH):** Their latest estimate (as of October 1, 2023) puts the population at **9,689,962**.  [https://www.ksh.hu/en/](https://www.ksh.hu/en/)

It's important to note that population figures are constantly changing due to births, deaths, and migration. The KSH is the most authoritative source for Hungarian population data.

Do you want me to provide you with more detailed information, such as:

*   Breakdown by age group?
*   Population density?
*   Historical population trends?",45376,,,False,,
A_gemma3,gemma3:4b,False,20,Can you recommend a movie to watch?,,False,,"Okay, let's find you a good movie! To give you the *best* recommendation, I need a little more information about what you're in the mood for. However, here are a few suggestions based on different categories, with explanations of why they might be good for an ELTE Informatics student (lots of thinking, problem-solving, and potentially a bit of existential pondering!):

**1. For a Thought-Provoking, Technically-Focused Film:**

* **Arrival (2016):**  This is a fantastic sci-fi film centered around linguistics and communication. It deals with complex ideas about time, perception, and the potential for understanding vastly different intelligences.  *Why it's good for an ELTE Informatics student:* It’s intellectually stimulating, requires careful attention, and explores themes of pattern recognition and decoding – things you’d likely find fascinating.

**2. For a Classic, Engaging Mystery/Thriller:**

* **Memento (2000):** Christopher Nolan’s mind-bending thriller told in reverse chronological order. It’s a brilliant exploration of memory, identity, and unreliable narration. *Why it's good for an ELTE Informatics student:* It’s a complex puzzle to unravel, demanding you pay close attention to details and consider multiple perspectives – a skill valuable in many fields.


**3. For Something a Bit More Lighthearted (But Still Clever):**

* **Ex Machina (2014):** A visually stunning and intellectually engaging film about artificial intelligence, ethics, and the nature of consciousness. *Why it's good for an ELTE Informatics student:* It raises questions about AI development, algorithms, and the potential consequences of creating intelligent machines – relevant to your field!

**4.  If you want something a little different:**

* **Primer (2004):** This is a *very* low-budget, incredibly complex time travel film. It’s notoriously difficult to understand on a first viewing, but rewarding if you're willing to really grapple with the concepts. *Why it's good for an ELTE Informatics student:* It’s a fantastic exercise in logical thinking and problem-solving – essentially a real-life thought experiment! (Be warned: it requires serious concentration!)



**To help me narrow it down and give you a *perfect* recommendation, could you tell me:**

*   **What genres do you usually enjoy?** (e.g., Sci-Fi, Thriller, Comedy, Drama, Documentary, etc.)
*   **Are there any specific themes you're interested in right now?** (e.g., AI, technology, space, human relationships, etc.)
*   **Do you prefer something fast-paced or more slow-burn?**
*   **Are there any movies you've particularly enjoyed recently?**",123888,,,False,,
B_gemma3,gemma3:4b,True,1,What is a strong prerequisite?,"Strong prerequisites are prerequisites without which the follow-up subject cannot be taken in the next semester, and the follow-up subject can only be registered for after the prerequisite subject has been fulfilled. Neptun will automatically deregister you from the subject if you do not meet this prerequisite.",True,prerequisite,"A strong prerequisite is a requirement you must meet before taking a follow-up subject, and the follow-up subject can only be registered for after the prerequisite subject has been fulfilled. Strong prerequisites have no special annotation in the curriculum. You cannot register for or complete the follow-up subject until you have completed the prerequisite subject.",73688,0.5047,0.8315,,,True
B_gemma3,gemma3:4b,True,2,What is a weak prerequisite?,"A weak prerequisite can be taken in the same semester as the follow-up subject, but you must complete it first before you pass the follow-up. If not completed, your grade in the follow-up subject will automatically be failed or unfulfilled even if you pass its exam.",True,prerequisite,"Weak prerequisites are marked as ‘weak’. They are requirements you must meet before taking certain subjects (follow-up subjects). Strong prerequisites are prerequisites without which the the follow-up subject cannot be taken in the next semester, and the follow-up subject can only be registered for after the prerequisite subject has been fulfilled. I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.",69794,0.2521,0.7856,,,True
B_gemma3,gemma3:4b,True,3,"If I fail a weak prerequisite, does it count toward my subject registration limit?","If you register for the follow-up subject but cannot pass it in a given semester due to a failed prerequisite, the follow-up subject will not be counted into the maximum 3 subject registrations per subject limit during your studies.",True,prerequisite,"Yes, if you register for the follow-up subject, but you cannot pass it in a given semester due to a failed prerequisite, the follow-up subject will not be counted into the maximum 3 subject registrations/subject limit during your studies (regarding termination of student status).

I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.",94899,0.7692,0.8849,,,True
B_gemma3,gemma3:4b,True,4,What is a passive semester at ELTE?,"Passive semester: the semester in which the Student announces that he/she wishes to interrupt his/her studies, or he/she cancels his/her active registration, or fails to register until the given deadline (in accordance with the Nftv, the student status is terminated if the Student fails to register for the next semester following two consecutive semesters of suspension);",True,Academic Regulations,"passive semester is a request for an suspension of student status, during which no academic performance can be requested of the Student.

I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.",93794,0.1837,0.9039,,,True
B_gemma3,gemma3:4b,True,5,What does active semester mean at ELTE?,Active semester: the semester in which the Student registers to start or continue his/her studies and does not cancel it over the course of the semester;,True,Academic Regulations,"An active semester is a request for the commencement or continuation of one’s studies. I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.",66174,0.2759,0.8299,,,True
B_gemma3,gemma3:4b,True,6,What financial support is available for ELTE students?,"From the Institute’s funds provided as normative funding per student, the financial support made available to students takes the following bursary and scholarship forms [disbursement titles]: (1) Academic scholarship as a scholarship awarded on the basis of academic performance pursuant to Nftv. Section 85/C. aa). (2) 479 National Higher Education Scholarship as a scholarship awarded on the basis of academic performance pursuant to Nftv. Section 85/C. ab). (3) The following scholarships as scholarships awarded on the basis of academic performance pursuant to Nftv. Section 85/C. ac). a) scientific scholarship, b) scholarships for participation in academic competitions and conferences c) public service scholarship, d) scholarship for sports e) scholarship for cultural activities, f) compensation for parallel studies. g) 480ERASMUS+ Start h) “Good student, good athlete” scholarship i) professional scholarship k) 481 arts scholarship (4) Bursaries based social background pursuant to scholarship detailed in Nftv. Section 85/C. b) a) regular social grant, b) regular social grant 10%, c) regular social grant 20%, d) one-time social grant, e) the institutional part of Bursa Hungarica, f) normative grants for foreign students, g) basic financial support, h) financial support for traineeships; (5) Doctorate bursary pursuant to Nftv. Section 85/C. c). (6) Other scholarships awarded pursuant to Nftv. Section 85/C. d, out of the Institution’s income.",True,Academic Regulations,"Financial support for the completion of traineeships is available to students who complete a traineeship with a duration of no more than one semester as stipulated in the completion and exit requirements for a period of no more than one semester. Additionally, the university can specify at its own cost other scholarships in compliance with the present Regulations awarded on the basis of applications. The student bursaries are covered from the grants provided for student bursaries by the state, which is the income of the institution. Furthermore, there is support for the production of course books, the acquisition of digital textbooks, learning materials and electronic devices necessary for the completion of studies, as well as learning aids for students with disabilities.

I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.",92467,0.1517,0.6131,,,True
B_gemma3,gemma3:4b,True,7,What is the result of the final examination at ELTE?,The result of the final examination is the average of the grades given for the elements of the final examination defined in Section 81 (1). Any deferring regulation in connection with the grading of the final examination is (as part of the training programme) approved by the Faculty Council on the proposal of the person responsible for the degree course,True,Academic Regulations,"I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.

According to the provided documents, the final examination result calculation varies depending on the training program:

*   **Kindergarten Teacher training:** The final examination result is the average of the assessment and defence of the thesis (one grade), the observed kindergarten activity, and the oral examination.
*   **Primary School Teacher training:** The final examination result is the average of the assessment and defence of the thesis (one grade), the oral examinations, and the observed lesson.

Additionally, the final examination consists of two parts, and the final grade is the arithmetic mean of three grades given for the thesis.",102202,0.3041,0.6956,,,True
B_gemma3,gemma3:4b,True,8,What is the student card and how do I get one?,"The student card is a plastic orange-brown card, in size similar to a bank card. You are eligible if you are staying at ELTE longer than 12 months, your semester status is active, and your Education ID has appeared in Neptun. To apply, obtain a NEK document from a Kormanyablak office, upload it in Neptun, and register your application electronically in the Neptun system.",True,Student Card,"The student card (diákigazolvány) is a document which certifies that you are a student of ELTE and that you are eligible for student discounts.

You are eligible for a plastic student card if:

*   you are a student staying at ELTE longer than 12 months;
*   your status for the semester is active and your Education ID has already appeared in Neptun: Check My data > Personal Information menu
*   you initiated a student card request.

I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.",80837,0.4258,0.7209,,,True
B_gemma3,gemma3:4b,True,9,What housing options are available for ELTE students?,"The ELTE Dormitory Centre provides accommodation to hundreds of ELTE international students in two cities, Budapest, and Szombathely. The dormitories are popular among both the Hungarian and the international students as they offer not only high-quality and affordable places and services – more than half of the dormitories have been completely rebuilt within a few years –, but because of the vivid community life as well. Should you need a place in one of ELTE’s dormitories, please visit: https://www.elte.hu/en/dormitory-centre and contact them.",True,housing,"The ELTE Dormitory Centre provides accommodation to hundreds of ELTE international students in two cities, Budapest, and Szombathely. You can choose from dormitories available for both Hungarian students and international students. The university offers several options to get accommodation during your stay in Budapest. The Housing Office gives you a helping hand during the process if you need help with finding accommodation from the private market. If you need temporary accommodation in Budapest, we recommend you to choose the services of partners hotels of ELTE.

I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.",49300,0.3704,0.9028,,,True
B_gemma3,gemma3:4b,True,10,What should I do in case of a medical emergency in Hungary?,Important numbers for emergency General emergency number      112 Ambulance 104 Fire 105 Police 107,True,health-insurance,"In an emergency, please call the emergency services numbers, 112 or 104 (Hungary). In other cases always call the designated service provider.

I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.",69725,0.1923,0.6086,,,True
B_gemma3,gemma3:4b,True,11,What is the Stipendium Hungaricum scholarship?,"Stipendium Hungaricum is a scholarship programme for foreign students, founded by the Hungarian Government in 2013. The programme aims to promote cultural understanding, economic and cultural relations between Hungary and other countries. The Department of Erasmus+ and International Programmes is responsible for the implementation of the programme at ELTE.",True,stipendium,"Stipendium Hungaricum is a scholarship programme for foreign students, founded by the Hungarian Government in 2013. The programme aims to promote cultural understanding, economic and cultural relations between Hungary and other countries. The scholarship covers full studies (2 semesters of the Foundation Year Programme + 4 semesters of Master studies).

I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.",59181,0.6667,0.9713,,,True
B_gemma3,gemma3:4b,True,12,What are the rules for exam registration in Neptun?,You must first register for the subject in Neptun to be eligible for the exam. Maximum 3 exam attempts per subject are allowed in the same exam period. You can register for an exam and cancel or change exam dates at least 24 hours before the exam starts. Absence without a valid reason is counted as an unsuccessful attempt.,True,Exam period,"You can register for exams via Exams > Take exam menu. First, register for the subject in Neptun to be eligible. Maximum 3 exam attempts per subject are allowed in the same exam period (with the exception of postponing the exam). You can register, cancel, or change exam dates at least 24 hours before the exam starts. Also, specific exams may be designated as remedial or retake exam occasions, for these exams only those who want to improve their grade or failed can register.

I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.",48170,0.519,0.8288,,,True
B_gemma3,gemma3:4b,True,13,How many credits are needed to complete a BSc at ELTE?,"In the BSc programme you have to complete 180 credits: compulsory subjects 127 credits, compulsory elective subjects 23 credits, elective subjects 10 credits, and thesis consultation 20 credits.",True,curriculum,"In the BSC programme you have to complete 180 credits. I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.",47339,0.4074,0.786,,,True
B_gemma3,gemma3:4b,True,14,Can a Stipendium Hungaricum student go on Erasmus Scholarship?,Stipendium Hungaricum students on level BSc and MSc are not eligible for Erasmus scholarship.,True,info-for-outgoing-erasmus-students,"I can only answer questions related to the ELTE Faculty of Informatics curriculum, regulations, and procedures.

The context does not provide information about whether a Stipendium Hungaricum student can participate in the Erasmus scholarship program.",45358,0.2041,0.7973,,,False
